Criteria;Classifier;n;l;Freq. Threshold;TP;FP;TN;FN;Recall;Precision;F-Measure
task_successful;symmetric kullback leibler;4;0.05;1;18.0;5.0;68.0;105.0;0.146341463415;0.782608695652;0.246575342466
task_successful;symmetric kullback leibler;4;0.25;1;0.0;1.0;72.0;123.0;0;0;0
task_successful;symmetric kullback leibler;4;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;5;0.05;1;17.0;4.0;69.0;106.0;0.138211382114;0.809523809524;0.236111111111
task_successful;mean kullback leibler;5;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;5;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;5;0.05;1;17.0;4.0;69.0;106.0;0.138211382114;0.809523809524;0.236111111111
task_successful;symmetric kullback leibler;5;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;5;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;6;0.05;1;14.0;3.0;70.0;109.0;0.113821138211;0.823529411765;0.2
task_successful;mean kullback leibler;6;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;6;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;6;0.05;1;14.0;3.0;70.0;109.0;0.113821138211;0.823529411765;0.2
task_successful;symmetric kullback leibler;6;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;6;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;7;0.05;1;12.0;6.0;67.0;111.0;0.0975609756098;0.666666666667;0.170212765957
task_successful;mean kullback leibler;7;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;7;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;7;0.05;1;12.0;6.0;67.0;111.0;0.0975609756098;0.666666666667;0.170212765957
task_successful;symmetric kullback leibler;7;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;7;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;8;0.05;1;6.0;6.0;67.0;117.0;0.0487804878049;0.5;0.0888888888889
task_successful;mean kullback leibler;8;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;mean kullback leibler;8;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;8;0.05;1;6.0;6.0;67.0;117.0;0.0487804878049;0.5;0.0888888888889
task_successful;symmetric kullback leibler;8;0.25;1;0.0;0.0;73.0;123.0;0;0;0
task_successful;symmetric kullback leibler;8;0.5;1;0.0;0.0;73.0;123.0;0;0;0
task_failed;mean kullback leibler;1;0.05;1;54.0;68.0;55.0;19.0;0.739726027397;0.44262295082;0.553846153846
task_failed;mean kullback leibler;1;0.25;1;68.0;89.0;34.0;5.0;0.931506849315;0.433121019108;0.591304347826
task_failed;mean kullback leibler;1;0.5;1;70.0;106.0;17.0;3.0;0.958904109589;0.397727272727;0.562248995984
task_failed;symmetric kullback leibler;1;0.05;1;54.0;68.0;55.0;19.0;0.739726027397;0.44262295082;0.553846153846
task_failed;symmetric kullback leibler;1;0.25;1;68.0;89.0;34.0;5.0;0.931506849315;0.433121019108;0.591304347826
task_failed;symmetric kullback leibler;1;0.5;1;70.0;106.0;17.0;3.0;0.958904109589;0.397727272727;0.562248995984
task_failed;mean kullback leibler;2;0.05;1;59.0;89.0;34.0;14.0;0.808219178082;0.398648648649;0.533936651584
task_failed;mean kullback leibler;2;0.25;1;71.0;113.0;10.0;2.0;0.972602739726;0.385869565217;0.552529182879
task_failed;mean kullback leibler;2;0.5;1;72.0;121.0;2.0;1.0;0.986301369863;0.373056994819;0.541353383459
task_failed;symmetric kullback leibler;2;0.05;1;59.0;89.0;34.0;14.0;0.808219178082;0.398648648649;0.533936651584
task_failed;symmetric kullback leibler;2;0.25;1;71.0;113.0;10.0;2.0;0.972602739726;0.385869565217;0.552529182879
task_failed;symmetric kullback leibler;2;0.5;1;72.0;121.0;2.0;1.0;0.986301369863;0.373056994819;0.541353383459
task_failed;mean kullback leibler;3;0.05;1;65.0;100.0;23.0;8.0;0.890410958904;0.393939393939;0.546218487395
task_failed;mean kullback leibler;3;0.25;1;72.0;118.0;5.0;1.0;0.986301369863;0.378947368421;0.54752851711
task_failed;mean kullback leibler;3;0.5;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;symmetric kullback leibler;3;0.05;1;65.0;100.0;23.0;8.0;0.890410958904;0.393939393939;0.546218487395
task_failed;symmetric kullback leibler;3;0.25;1;72.0;118.0;5.0;1.0;0.986301369863;0.378947368421;0.54752851711
task_failed;symmetric kullback leibler;3;0.5;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;mean kullback leibler;4;0.05;1;68.0;105.0;18.0;5.0;0.931506849315;0.393063583815;0.552845528455
task_failed;mean kullback leibler;4;0.25;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;mean kullback leibler;4;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;4;0.05;1;68.0;105.0;18.0;5.0;0.931506849315;0.393063583815;0.552845528455
task_failed;symmetric kullback leibler;4;0.25;1;72.0;123.0;0.0;1.0;0.986301369863;0.369230769231;0.537313432836
task_failed;symmetric kullback leibler;4;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;5;0.05;1;69.0;106.0;17.0;4.0;0.945205479452;0.394285714286;0.556451612903
task_failed;mean kullback leibler;5;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;5;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;5;0.05;1;69.0;106.0;17.0;4.0;0.945205479452;0.394285714286;0.556451612903
task_failed;symmetric kullback leibler;5;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;5;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;6;0.05;1;70.0;109.0;14.0;3.0;0.958904109589;0.391061452514;0.555555555556
task_failed;mean kullback leibler;6;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;6;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;6;0.05;1;70.0;109.0;14.0;3.0;0.958904109589;0.391061452514;0.555555555556
task_failed;symmetric kullback leibler;6;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;6;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;7;0.05;1;67.0;111.0;12.0;6.0;0.917808219178;0.376404494382;0.533864541833
task_failed;mean kullback leibler;7;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;7;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;7;0.05;1;67.0;111.0;12.0;6.0;0.917808219178;0.376404494382;0.533864541833
task_failed;symmetric kullback leibler;7;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;7;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;8;0.05;1;67.0;117.0;6.0;6.0;0.917808219178;0.364130434783;0.52140077821
task_failed;mean kullback leibler;8;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;mean kullback leibler;8;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;8;0.05;1;67.0;117.0;6.0;6.0;0.917808219178;0.364130434783;0.52140077821
task_failed;symmetric kullback leibler;8;0.25;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
task_failed;symmetric kullback leibler;8;0.5;1;73.0;123.0;0.0;0.0;1.0;0.372448979592;0.542750929368
