iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization
1;11;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische Küche.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;6;;midday;wednesday;chinese;expensive;neutral;midday ;wednesday ;chinese ;expensive ;;6;0;0;provide ;2;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral
1;12;100;0;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Nein.  ;offerModification;logical;no ;logical ;choice;0;13;1;no ;logical ;1;0;0;0;1;0;0;0;0;6;;midday;wednesday;chinese;expensive;neutral;midday ;wednesday ;chinese ;expensive ;;6;0;0;neglect ;1;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral
1;13;100;0;1;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;6;;midday;wednesday;chinese;expensive;neutral;midday ;wednesday ;chinese ;expensive ;;6;;0;;0;hor ;hor ;cui35 ;prx8 ;;neutral;neutral;poultry;neutral;neutral
2;1;100;0;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Nach dem Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;46;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;5;0;;evening;tuesday;greek;cheap;weitmar;;;;;;1;0;0;provide ;5;;;;;;evening;tuesday;greek;cheap;weitmar
2;2;100;0;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Andere Möglichkeiten.  ;indicateValues1;localization;nextchoice ;action ;choice;1;15;1;nextchoice ;action ;1;0;0;0;1;0;0;0;5;0;;evening;tuesday;greek;cheap;weitmar;;;;;;2;0;0;;2;;;;;;evening;tuesday;greek;cheap;weitmar
2;3;100;0;2;Die anderen Möglichkeiten sind Langendreer, Riemke, Gerthe oder Weitmar.;Weitmar.  ;indicateValues2;localization;weitmar ;localization ;choice;1;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;4;0;;evening;tuesday;greek;cheap;weitmar;;;;;;3;0;0;provide ;1;;;;;;evening;tuesday;greek;cheap;weitmar
2;4;100;0;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Das Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;weitmar;;;;;weitmar ;4;0;0;provide ;2;;hor ;;;loc8 ;evening;tuesday;greek;cheap;weitmar
2;5;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Griechisch.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;;;0;1;0;0;0;0;1;0;2;0;;evening;tuesday;greek;cheap;weitmar;evening ;;;;weitmar ;5;0;0;provide ;1;hor ;hor ;;;loc8 ;evening;tuesday;greek;cheap;weitmar
2;6;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Die griechische Küche.  ;request;foodtype;greek ;foodtype ;closed;1;10;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;2;0;;evening;tuesday;greek;cheap;weitmar;evening ;;;;weitmar ;5;0;0;provide ;3;hor ;hor ;;;loc8 ;evening;tuesday;greek;cheap;weitmar
2;7;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;2;0;101;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;weitmar ;5;;0;;0;hor ;hor ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar
3;1;70;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Der Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;46;1;localization ;field ;1;0;0;0;1;0;0;0;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;4;;;;;;midday;neutral;chinese;expensive;centre
3;2;70;0;3;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Im Zentrum.  ;indicateValues1;localization;centre ;localization ;choice;1;15;1;centre ;localization ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;2;;;;;;midday;neutral;chinese;expensive;centre
3;3;70;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;;;centre ;3;0;0;provide ;3;;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre
3;4;70;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Chinesisch.  ;request;foodtype;chinese ;foodtype ;closed;1;10;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;4;0;0;provide ;1;hor ;hor ;;;loc01 ;midday;neutral;chinese;expensive;centre
3;5;70;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Montags.  ;request;date;monday ;date ;closed;0;8;1;;;0;1;0;0;0;0;1;0;1;1;;midday;monday;chinese;expensive;centre;midday ;;chinese ;;centre ;5;0;0;provide ;1;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
3;6;70;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Am Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;1;2;;midday;tuesday;chinese;expensive;centre;midday ;;chinese ;;centre ;6;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
3;7;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;2;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;7;0;0;provide ;2;;;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
3;8;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;40 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;2;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;7;0;0;provide ;2;;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
3;9;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;40 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;2;;midday;tuesday;chinese;expensive;centre;midday ;tuesday ;chinese ;;centre ;7;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;expensive;centre
3;10;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20 Euro.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;3;;midday;tuesday;chinese;average;centre;midday ;tuesday ;chinese ;;centre ;8;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
3;11;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;10 Euro.  ;request;price;cheap ;price ;closed;0;7;1;cheap ;price ;1;0;0;0;1;0;0;0;0;4;;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;;centre ;9;0;0;provide ;2;hor ;hor ;cui35 ;;loc01 ;midday;neutral;chinese;neutral;centre
3;12;70;0;3;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Mandarin Peking          Herner Str. 127 } {Ozean                    Kortumstr. 101  } {Shanghai                 Brüderstr. 2    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;32;0;;;;;;;;;;;0;4; 86 87 89;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;cheap ;centre ;9;;0;;0;hor ;hor ;cui35 ;prx3 ;loc01 ;midday;neutral;chinese;expensive;centre
4;1;100;0;4;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Der ungefähre Ort des Restaurants.  ;request;ALL;localization ;field ;open;1;46;1;localization foodtype ;field field ;1;0;0;1;0;0;0;1;3;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;5;;;;;;neutral;neutral;italian;average;querenburg
4;2;100;0;4;Sie haben folgende Auswahlmöglichkeiten: Stadtmitte, Uni-Center, andere Möglichkeiten oder keine Präferenz.;Uni-Center.  ;indicateValues1;localization;querenburg ;localization ;choice;1;11;1;;;0;1;0;0;0;0;1;0;2;0;;neutral;neutral;italian;average;querenburg;;;;;;2;0;0;provide ;2;;;;;;neutral;neutral;italian;average;querenburg
4;3;100;0;4;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art der Küche.  ;indicateValues;field;foodtype ;field ;open;1;33;1;foodtype ;field ;1;0;0;0;1;0;0;0;2;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;3;;hor ;;;;neutral;neutral;italian;average;querenburg
4;4;100;0;4;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian foodtype ;foodtype field ;1;0;0;1;0;0;0;1;1;0;;neutral;neutral;italian;average;querenburg;;;;;;4;0;0;provide ;2;;hor ;;;;neutral;neutral;italian;average;querenburg
4;5;100;0;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Das Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;1;1;;midday;neutral;italian;average;querenburg;;;italian ;;;5;0;0;provide ;2;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg
4;6;100;0;4;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;1;2;;midday;tuesday;italian;average;querenburg;midday ;;italian ;;;6;0;0;provide ;1;hor ;hor ;cui20 ;;;neutral;neutral;italian;average;querenburg
4;7;100;0;4;Wieviel möchten Sie ungefähr pro Person ausgeben?;15 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;0;2;;midday;tuesday;italian;average;querenburg;midday ;tuesday ;italian ;;;7;0;0;provide ;2;;;cui20 ;;;neutral;neutral;italian;average;querenburg
4;8;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Basilea am alten Rathaus Untermarkt 10    } {Da Capo                  Springerplatz 34} {Pinocchio Hörder Str. 330} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;35;0;;;;;;;;;;;0;2; 119 121 139;midday;tuesday;italian;average;querenburg;midday ;tuesday ;italian ;average ;;7;;0;;0;hor ;hor ;cui20 ;prx5 ;;neutral;neutral;italian;average;querenburg
5;1;100;0;5;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Die Art der Küche.  ;request;ALL;foodtype ;field ;open;1;46;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;neutral;neutral;neutral;;;;;;1;0;0;provide ;4;;;;;;neutral;neutral;neutral;neutral;neutral
5;2;100;0;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Keine Präferenz.  ;indicateValues;foodtype;neutral ;foodtype ;choice;1;16;1;neutral neutral  ;foodtype logical ;1;0;0;1;0;0;0;1;0;0;;neutral;neutral;neutral;neutral;neutral;;;;;;2;0;0;provide ;2;;;;;;0;0;0;0;0
5;3;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Das Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;0;1;;evening;neutral;neutral;neutral;neutral;;;neutral ;;;3;0;0;provide ;2;;hor ;neutral ;;;0;0;0;0;0
5;4;100;0;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Donnerstag.  ;request;date;thursday ;date ;closed;0;8;1;thursday ;date ;1;0;0;0;1;0;0;0;0;2;;evening;thursday;neutral;neutral;neutral;evening ;;neutral ;;;4;0;0;provide ;1;hor ;hor ;neutral ;;;0;0;0;0;0
5;5;100;0;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;40 Euro.  ;request;price;expensive ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;3;;evening;thursday;neutral;expensive;neutral;evening ;thursday ;neutral ;;;5;0;0;provide ;2;;;neutral ;;;0;0;0;0;0
5;6;100;0;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;30 Euro.  ;request;price;expensive ;price ;closed;0;7;1;expensive ;price ;1;0;0;0;1;0;0;0;0;3;;evening;thursday;neutral;expensive;neutral;evening ;thursday ;neutral ;;;5;0;0;provide ;2;;hor ;neutral ;;;0;0;0;0;0
5;7;100;0;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Beckmannshof             Berliner Str. 39} {Taj Mahal                Kortumstr. 9    } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;29;0;;;;;;;;;;;0;3; 8 95;evening;thursday;neutral;expensive;neutral;evening ;thursday ;neutral ;expensive ;;5;;0;;0;hor ;hor ;neutral ;prx8 ;;0;0;0;0;0
6;1;70;0;1;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Ich möchte Ente essen.  ;request;ALL;poultry ;foodtype ;open;1;46;1;poultry ;foodtype ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;4;;;;;;neutral;neutral;poultry;neutral;neutral
6;2;70;0;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
7;1;100;0;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Wo kann ich in Grumme griechisch essen gehen?  ;request;ALL;greek grumme ;foodtype localization ;open;1;46;2;grumme ;localization ;1;1;0;0;0;1;0;0;3;0;;evening;tuesday;greek;cheap;grumme;;;;;;2;0;0;provide ;8;;;;;;evening;tuesday;greek;cheap;grumme
7;2;100;0;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Ich suche ein Restaurant für das Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening foodtype ;time field ;1;0;0;1;0;0;0;1;2;0;;evening;tuesday;greek;cheap;grumme;;;;;grumme ;3;0;0;provide ;7;;hor ;;;loc7 ;evening;tuesday;greek;cheap;grumme
7;3;100;0;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Ich möchte griechisch essen gehen.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek ;foodtype ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;;;;grumme ;3;0;0;provide ;5;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor ;;;loc7 ;evening;tuesday;greek;cheap;grumme
7;4;100;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja möchte ich.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;grumme ;3;0;0;accept ;3;hor ;hor ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;grumme
7;5;100;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ich möchte in Grumme essen.  ;request;field;grumme ;localization ;closed;1;28;1;grumme ;localization ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;grumme ;3;0;0;provide ;5;hor ;hor ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;grumme
7;6;100;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;3;1;;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;grumme ;3;0;0;accept ;1;hor ;hor ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar
7;7;100;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Ich möchte den Ort ändern.  ;request;field;changequery localization ;action field ;closed;1;28;2;changequery localization ;action field ;2;0;0;0;1;0;0;0;3;1;;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;grumme ;5;0;1;provide ;5;hor ;hor ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar
7;8;100;0;2;Sie haben folgende Auswahlmöglichkeiten: Stadtmitte, Uni-Center, andere Möglichkeiten oder keine Präferenz.;Andere Möglichkeiten.  ;indicateValues1;localization;nextchoice ;action ;choice;1;11;1;nextchoice ;action ;1;0;0;0;1;0;0;0;3;1;;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;grumme ;6;0;0;;2;hor ;hor ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar
7;9;100;0;2;Die anderen Möglichkeiten sind Langendreer, Querenburg und Wiemelhausen.;Ich möchte in Weitmar essen gehen.  ;indicateValues2;localization;weitmar ;localization ;choice;1;8;1;weitmar ;localization ;1;0;0;0;1;0;0;0;2;1;;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;grumme ;7;0;0;provide ;6;hor ;hor ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar
7;10;100;0;2;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;In Weitmar.  ;repetitionRequest;localization;weitmar ;localization ;closed;0;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;2;1;;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;weitmar grumme ;7;0;0;provide ;2;hor ;hor ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar
7;11;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;24;0;;;;;;;;;;;2;1;101;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;weitmar grumme ;7;;0;;0;hor ;hor ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar
8;1;100;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Wo kann ich in der Bochumer Innenstadt mittags chinesisch essen gehen?  ;request;ALL;chinese midday centre ;foodtype time localization ;open;1;46;3;chinese midday centre ;foodtype time localization ;3;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;11;;;;;;midday;neutral;chinese;expensive;centre
