iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues..y.n..;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly.transmitted.AVPs;Deletions;Substitutions;Insertions;PA.CO;PA.PA;PA.FA;PA.IC;X.constraints.left.in.agenda;numGoalChanges;indices.of.provided.restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel.used..1.simple..2.abstract..3.concrete.;barge.in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization
16;1;100;0;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte ein Restaurant auswählen nach der Art der Küche.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;10;;;;;;neutral;neutral;poultry;neutral;neutral
16;2;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Ich möchte ein Restaurant erfahren, wo ich Ente essen kann.  ;indicateValues;foodtype;poultry ;foodtype ;choice;1;16;1;poultry foodtype ;foodtype field ;1;0;0;1;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;2;0;0;provide ;10;;;;;;neutral;neutral;poultry;neutral;neutral
16;3;100;0;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;36;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;2;NA;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
19;1;100;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Nach der Art der Küche und den Ort. Ähm, ich suche ein italienisches Restaurant in Bochum Querenburg.  ;request;ALL;italian querenburg foodtype localization ;foodtype localization field field ;open;1;41;4;italian querenburg foodtype localization ;foodtype localization field field ;4;0;0;0;1;0;0;0;1;0;;neutral;neutral;italian;average;querenburg;;;;;;4;0;0;provide ;17;;;;;;neutral;neutral;italian;average;querenburg
19;2;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0; 58 136;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;4;NA;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg
26;1;100;1;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ähm nach dem, nach dem Essen. Wo ich gerne, ähm. Ich möchte gerne wissen, wo ich Ente essen könnte.  ;request;ALL;poultry ;foodtype ;open;1;41;1;poultry yes ;foodtype logical ;1;0;0;1;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;19;;;;;;neutral;neutral;poultry;neutral;neutral
26;2;100;1;1;Sie möchten also Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;0;0;affirm ;1;;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
26;3;100;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;36;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;NA;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
28;1;60;1;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne in der Innenstadt chinesisch essen gehen, zur Mittagspause. ;request;ALL;chinese midday centre ;foodtype time localization ;open;1;41;3;indian centre neutral ;foodtype localization logical ;1;1;1;1;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;11;;;;;;midday;neutral;chinese;expensive;centre
28;2;60;1;3;Sie möchten also in der Innenstadt indisch essen gehen?;Nein, chinesisch essen gehen. ;explConfirm;;chinese ;foodtype ;closed;0;9;1;midday no ;time logical ;0;1;0;2;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;indian ;;centre ;3;0;0;provide ;4;;hor ;cui34 ;;loc01 ;midday;neutral;chinese;expensive;centre
28;3;60;1;3;Wiederholen Sie bitte die Art der Küche.;Chinesisch. ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;;3;0;0;provide ;1;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;hor ;cui34 ;;loc01 ;midday;neutral;chinese;expensive;centre
28;4;60;1;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0;95;midday;neutral;chinese;expensive;centre;midday ;;;;;3;NA;0;;0;hor ;hor ;cui34 ;;loc01 ;midday;neutral;chinese;expensive;centre
29;1;90;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Guten Tag ich würde gerne italienisch essen gehen, im Raum Querenburg, Querenburg und der Preis soll in mittlerer Preisklasse sein.  ;request;ALL;italian average querenburg ;foodtype price localization ;open;1;41;3;italian querenburg yes date price ;foodtype localization logical field field ;2;1;0;3;0;0;0;1;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;20;;;;;;neutral;neutral;italian;average;querenburg
29;2;90;1;4;Die Möglichkeiten lauten wie folgt: die Wochentage, samstags, sonntags oder keine Präferenz.;Hm, am Samstag.  ;indicateValues;date;saturday ;date ;choice;1;12;1;saturday ;date ;1;0;0;0;1;0;0;0;0;1;;neutral;saturday;italian;average;querenburg;;;italian ;;querenburg ;4;0;0;provide ;3;;;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg
29;3;90;1;4;Sie möchten also Samstag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;neutral;saturday;italian;average;querenburg;;saturday ;italian ;;querenburg ;4;0;0;affirm ;1;hor ;hor16 hor17 hor18 ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg
29;4;90;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;1; 58 136;neutral;saturday;italian;average;querenburg;;saturday ;italian ;;querenburg ;4;NA;0;;0;;;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg
33;1;70;1;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte in der Mittagspause in der Innenstadt chinesisch essen gehen, relativ teuer.  ;request;ALL;chinese midday expensive centre ;foodtype time price localization ;open;1;41;4;chinese expensive centre ;foodtype price localization ;3;1;0;0;0;1;0;0;0;0;;midday;neutral;chinese;expensive;centre;;;;;;4;0;0;provide ;13;;;;;;midday;neutral;chinese;expensive;centre
33;2;70;1;3;Sie möchten also in der Innenstadt in der oberen Preisklasse chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;midday;neutral;chinese;expensive;centre;;;chinese ;expensive ;centre ;4;0;0;affirm ;1;;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;expensive;centre
33;3;70;1;3;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Hm, dann nicht ganz so teuer.  ;offerModification;logical;average ;price ;choice;0;13;1;expensive no ;price logical ;0;0;1;1;0;0;0;1;0;1;;midday;neutral;chinese;average;centre;;;chinese ;expensive ;centre ;5;0;0;provide ;6;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
33;4;70;1;3;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;1;;midday;neutral;chinese;average;centre;;;chinese ;expensive ;centre ;5;NA;0;;0;hor ;hor ;cui35 ;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;neutral;centre
34;1;100;1;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne italienisch essen gehen in Querenburg in der mittleren Preisklasse.  ;request;ALL;italian average querenburg ;foodtype price localization ;open;1;41;3;italian querenburg yes ;foodtype localization logical ;2;1;0;1;0;0;0;1;0;0;;neutral;neutral;italian;average;querenburg;;;;;;3;0;0;provide ;12;;;;;;neutral;neutral;italian;average;querenburg
34;2;100;1;4;Sie möchten also in Querenburg italienisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;0;0;affirm ;1;;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg
34;3;100;1;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;0; 58 136;neutral;neutral;italian;average;querenburg;;;italian ;;querenburg ;3;NA;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg
35;1;80;1;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Samstag Abend indisch essen gehen in der mittleren Preisklasse.  ;request;ALL;saturday indian evening average ;date foodtype time price ;open;1;41;4;saturday indian evening yes ;date foodtype time logical ;3;1;0;1;0;0;0;1;0;0;;evening;saturday;indian;average;neutral;;;;;;4;0;0;provide ;12;;;;;;evening;saturday;indian;average;neutral
35;2;80;1;5;Sie möchten also Samstag Abend indisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;8;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;evening;saturday;indian;average;neutral;evening ;saturday ;indian ;;;4;0;0;affirm ;1;hor18 ;hor18 ;cui34 ;;;evening;saturday;indian;average;neutral
35;3;80;1;5;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Taj Mahal                Kortumstr. 9    } {Shalimar Große Borbach 11} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;29;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;0; 95 155;evening;saturday;indian;average;neutral;evening ;saturday ;indian ;;;4;NA;0;;0;hor18 ;hor18 ;cui34 ;;;evening;saturday;indian;average;neutral
41;1;80;1;1;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;Wo kann ich Ente essen gehen? ;request;ALL;poultry ;foodtype ;open;1;46;1;poultry ;foodtype ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;6;;;;;;neutral;neutral;poultry;neutral;neutral
41;2;80;1;1;Sie möchten also Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;0;0;affirm ;1;;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
41;3;80;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;inform;;;;na;0;36;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;NA;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
61;1;90;1;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Ente essen .  ;request;ALL;poultry ;foodtype ;open;1;41;1;poultry yes ;foodtype logical ;1;0;0;1;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;5;;;;;;neutral;neutral;poultry;neutral;neutral
61;2;90;1;1;Sie möchten also Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;0;0;affirm ;1;;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
61;3;90;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;36;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;NA;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral
62;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Dienstag Abend in Grumme griechisch essen gehen.  ;request;ALL;tuesday greek evening grumme ;date foodtype time localization ;open;1;41;4;tuesday greek evening grumme yes ;date foodtype time localization logical ;4;0;0;1;0;0;0;1;1;0;;evening;tuesday;greek;cheap;grumme;;;;;;4;0;0;provide ;10;;;;;;evening;tuesday;greek;cheap;grumme
62;2;100;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ich möchte gerne Dienstag Abend in Weitmar essen gehen, griechisch.  ;offerModification;logical;tuesday greek evening weitmar ;date foodtype time localization ;choice;0;13;4;tuesday greek evening weitmar yes ;date foodtype time localization logical ;4;0;0;1;0;0;0;1;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;5;0;0;provide ;10;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar
62;3;100;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Dienstag abend, in Weitmar, griechisch.  ;request;field;tuesday greek evening weitmar ;date foodtype time localization ;closed;1;28;4;tuesday greek evening weitmar ;date foodtype time localization ;4;0;0;0;1;0;0;0;1;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;5;0;0;provide ;5;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar
62;4;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;1;101;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;5;NA;0;;0;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar
63;1;70;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;ich mÖchte mittags xin der innenstadt imbiss essen gehen  xder preis ist recht xhoch ;request;ALL;midday expensive centre ;time price localization ;open;1;41;3;midday centre price ;time localization field ;2;1;0;1;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;14;;;;;;midday;neutral;chinese;expensive;centre
63;2;70;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Obere Preisklasse.  ;indicateValues;price;expensive ;price ;choice;1;12;1;expensive ;price ;1;0;0;0;1;0;0;0;1;0;;midday;neutral;chinese;expensive;centre;midday ;;;;centre ;3;0;0;provide ;2;hor02 hor5 hor8 hor11 hor14 hor17 hor20 ;;;;loc01 ;midday;neutral;chinese;expensive;centre
63;3;70;0;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Taj Mahal                Kortumstr. 9    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;NA;NA;NA;NA;NA;NA;NA;NA;1;0;95;midday;neutral;chinese;expensive;centre;midday ;;;expensive ;centre ;3;NA;0;;0;hor ;hor ;;prx5 prx6 prx7 prx8 ;loc01 ;midday;neutral;chinese;expensive;centre
74;1;70;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Nach dem Preis.  ;request;ALL;price ;field ;open;1;41;1;lamb price ;foodtype field ;1;0;0;1;0;0;0;1;3;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;italian;average;querenburg
74;2;70;0;4;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Mittlere Preisklasse.  ;indicateValues;price;average ;price ;choice;1;12;1;;;0;1;0;0;0;0;1;0;2;0;;neutral;neutral;italian;average;querenburg;;;lamb ;;;2;0;0;provide ;2;;;cui10 ;;;neutral;neutral;italian;average;querenburg
